@relation processindexfeat-weka.filters.unsupervised.attribute.Remove-R3

@attribute AfterNextPOS numeric
@attribute BeforeLastPOS numeric
@attribute LastWordForm numeric
@attribute LastWordPOS numeric
@attribute NextWordForm numeric
@attribute NextWordPOS numeric
@attribute SentenceLength numeric
@attribute WordForm numeric
@attribute WordPOS numeric
@attribute ProcessPercentage numeric

@data
12,17,462,2,729,26,35,21,3,0.114286
2,2,21,3,20626,12,35,729,26,0.085714
12,3,729,26,7,2,35,20626,12,0.2
14,26,20626,12,6668,12,35,7,2,0.171429
17,12,7,2,26,14,35,6668,12,0.142857
2,2,6668,12,26034,17,35,26,14,0.285714
3,12,26,14,462,2,35,26034,17,1
6,14,26034,17,21,3,35,462,2,0.514286
2,17,462,2,3491,6,35,21,3,0.342857
3,2,21,3,7,2,35,3491,6,0.485714
6,3,3491,6,21,3,35,7,2,0.457143
6,6,7,2,1823,6,35,21,3,0.4
15,2,21,3,2050,6,35,1823,6,0.371429
17,3,1823,6,73,15,35,2050,6,0.428571
3,6,2050,6,3696,17,35,73,15,0.542857
26,6,73,15,94,3,35,3696,17,0.657143
6,15,3696,17,0,26,35,94,3,0.628571
6,17,94,3,12887,6,35,0,26,0.6
2,3,0,26,3122,6,35,12887,6,0.571429
5,26,12887,6,23,2,35,3122,6,0.8
14,6,3122,6,3941,5,35,23,2,0.714286
21,6,23,2,26,14,35,3941,5,0.685714
11,2,3941,5,106,21,35,26,14,0.742857
3,5,26,14,461,11,35,106,21,0.771429
18,14,106,21,3,3,35,461,11,0.942857
26,21,461,11,3354,18,35,3,3,0.885714
6,11,3,3,96,26,35,3354,18,0.828571
20,3,3354,18,13111,6,35,96,26,0.857143
47,18,96,26,43,20,35,13111,6,0.914286
49,26,13111,6,44373,47,35,43,20,0.971429
25,48,1,1,3148,19,40,8,7,0.25
12,1,8,7,210,25,40,3148,19,0.025
9,7,3148,19,2087,12,40,210,25,0.225
6,19,210,25,14,9,40,2087,12,0.075
3,25,2087,12,1040,6,40,14,9,0.05
12,12,14,9,1241,3,40,1040,6,0.1
14,9,1040,6,1488,12,40,1241,3,0.125
8,6,1241,3,26,14,40,1488,12,0.15
21,3,1488,12,11,8,40,26,14,0.2
4,12,26,14,1795,21,40,11,8,0.175
4,14,11,8,744,4,40,1795,21,1
14,8,1795,21,39035,4,40,744,4,0.275
3,21,744,4,26,14,40,39035,4,0.4
26,4,39035,4,94,3,40,26,14,0.3
6,4,26,14,2962,26,40,94,3,0.35
14,14,94,3,3261,6,40,2962,26,0.325
7,3,2962,26,26,14,40,3261,6,0.375
24,26,3261,6,8,7,40,26,14,0.425
6,6,26,14,3529,24,40,8,7,0.525
6,14,8,7,7669,6,40,3529,24,0.475
21,7,3529,24,6235,6,40,7669,6,0.45
19,24,7669,6,1600,21,40,6235,6,0.5
25,6,6235,6,40,19,40,1600,21,0.95
26,6,1600,21,99,25,40,40,19,0.575
15,21,40,19,6061,26,40,99,25,0.55
26,19,99,25,73,15,40,6061,26,0.825
14,25,6061,26,4463,26,40,73,15,0.6
15,26,73,15,26,14,40,4463,26,0.625
14,15,4463,26,73,15,40,26,14,0.65
29,26,26,14,26,14,40,73,15,0.675
18,14,73,15,280,29,40,26,14,0.7
2,15,26,14,187,18,40,280,29,0.725
18,14,280,29,282,2,40,187,18,0.8
14,29,187,18,126,18,40,282,2,0.775
32,18,282,2,26,14,40,126,18,0.75
21,2,126,18,169,32,40,26,14,0.85
26,18,26,14,1072,21,40,169,32,0.875
20,14,169,32,21760,26,40,1072,21,0.925
47,32,1072,21,43,20,40,21760,26,0.9
49,21,21760,26,44373,47,40,43,20,0.975
2,48,1,1,26,14,22,726,15,0.545455
3,1,726,15,3975,2,22,26,14,0.5
26,15,26,14,94,3,22,3975,2,0.181818
12,14,3975,2,637,26,22,94,3,0.090909
18,2,94,3,547,12,22,637,26,0.045455
14,3,637,26,596,18,22,547,12,0.136364
23,26,547,12,26,14,22,596,18,0.454545
13,12,596,18,648,23,22,26,14,0.409091
18,18,26,14,391,13,22,648,23,0.363636
18,14,648,23,107,18,22,391,13,0.318182
25,23,391,13,1054,18,22,107,18,0.272727
19,13,107,18,321,25,22,1054,18,0.227273
25,18,1054,18,40,19,22,321,25,1
2,18,321,25,3781,25,22,40,19,0.590909
3,25,40,19,2127,2,22,3781,25,0.863636
6,19,3781,25,21,3,22,2127,2,0.772727
21,25,2127,2,6235,6,22,21,3,0.636364
26,2,21,3,317,21,22,6235,6,0.727273
20,3,6235,6,42510,26,22,317,21,0.681818
8,6,317,21,43,20,22,42510,26,0.818182
47,21,42510,26,11,8,22,43,20,0.909091
49,26,43,20,44373,47,22,11,8,0.954545
14,48,1,1,2295,5,22,2,2,0.727273
18,1,2,2,26,14,22,2295,5,0.045455
18,2,2295,5,149,18,22,26,14,0.681818
2,5,26,14,187,18,22,149,18,0.090909
18,14,149,18,149,2,22,187,18,0.636364
14,18,187,18,126,18,22,149,2,0.181818
3,18,149,2,26,14,22,126,18,0.136364
26,2,126,18,21,3,22,26,14,0.590909
12,18,26,14,3744,26,22,21,3,0.272727
2,14,21,3,9877,12,22,3744,26,0.227273
3,3,3744,26,23,2,22,9877,12,0.545455
26,26,9877,12,21,3,22,23,2,0.454545
12,12,23,2,1378,26,22,21,3,0.363636
13,2,21,3,7557,12,22,1378,26,0.318182
11,3,1378,26,121,13,22,7557,12,0.409091
2,26,7557,12,10681,11,22,121,13,0.5
3,12,121,13,34,2,22,10681,11,1
12,13,10681,11,21,3,22,34,2,0.909091
23,11,34,2,6411,12,22,21,3,0.772727
20,2,21,3,1987,23,22,6411,12,0.863636
47,3,6411,12,43,20,22,1987,23,0.818182
49,12,1987,23,44373,47,22,43,20,0.954545
6,48,1,1,94,3,29,20,25,1
14,1,20,25,2106,6,29,94,3,0.034483
18,25,94,3,26,14,29,2106,6,0.068966
14,3,2106,6,782,18,29,26,14,0.103448
2,6,26,14,26,14,29,782,18,0.137931
3,14,782,18,12,2,29,26,14,0.172414
26,18,26,14,21,3,29,12,2,0.931034
6,14,12,2,3913,26,29,21,3,0.275862
12,2,21,3,2093,6,29,3913,26,0.241379
32,3,3913,26,9586,12,29,2093,6,0.206897
17,26,2093,6,169,32,29,9586,12,0.896552
3,6,9586,12,109,17,29,169,32,0.310345
6,12,169,32,21,3,29,109,17,0.862069
2,32,109,17,708,6,29,21,3,0.344828
4,17,21,3,80,2,29,708,6,0.37931
9,3,708,6,1620,4,29,80,2,0.827586
12,6,80,2,14,9,29,1620,4,0.448276
2,2,1620,4,1233,12,29,14,9,0.413793
4,4,14,9,23,2,29,1233,12,0.793103
4,9,1233,12,505,4,29,23,2,0.758621
4,12,23,2,506,4,29,505,4,0.517241
14,2,505,4,25,4,29,506,4,0.482759
4,4,506,4,26,14,29,25,4,0.724138
4,4,25,4,505,4,29,26,14,0.551724
15,4,26,14,5558,4,29,505,4,0.586207
4,14,505,4,73,15,29,5558,4,0.62069
30,4,5558,4,5510,4,29,73,15,0.655172
47,4,73,15,574,30,29,5510,4,0.689655
49,15,5510,4,44373,47,29,574,30,0.965517
4,48,1,1,506,4,4,505,4,0.5
30,1,505,4,25,4,4,506,4,0.25
47,4,506,4,574,30,4,25,4,1
49,4,25,4,44373,47,4,574,30,0.75
21,48,1,1,8439,6,23,9,3,0.043478
2,1,9,3,11451,21,23,8439,6,0.086957
3,3,8439,6,462,2,23,11451,21,1
26,6,11451,21,94,3,23,462,2,0.913043
14,21,462,2,4152,26,23,94,3,0.304348
26,2,94,3,26,14,23,4152,26,0.26087
26,3,4152,26,806,26,23,26,14,0.217391
6,26,26,14,17884,26,23,806,26,0.173913
2,14,806,26,10573,6,23,17884,26,0.130435
4,26,17884,26,7,2,23,10573,6,0.869565
4,26,10573,6,1615,4,23,7,2,0.434783
14,6,7,2,21689,4,23,1615,4,0.347826
26,2,1615,4,26,14,23,21689,4,0.391304
6,4,21689,4,4192,26,23,26,14,0.478261
2,4,26,14,7854,6,23,4192,26,0.521739
6,14,4192,26,80,2,23,7854,6,0.826087
2,26,7854,6,19051,6,23,80,2,0.782609
4,6,80,2,7,2,23,19051,6,0.73913
4,2,19051,6,505,4,23,7,2,0.695652
4,6,7,2,506,4,23,505,4,0.608696
20,2,505,4,25,4,23,506,4,0.565217
47,4,506,4,43,20,23,25,4,0.652174
49,4,25,4,44373,47,23,43,20,0.956522
4,48,1,1,1615,4,21,8,7,0.714286
17,1,8,7,21689,4,21,1615,4,0.047619
19,7,1615,4,2945,17,21,21689,4,0.095238
25,4,21689,4,40,19,21,2945,17,0.666667
24,4,2945,17,252,25,21,40,19,0.142857
6,17,40,19,651,24,21,252,25,0.52381
12,19,252,25,3971,6,21,651,24,0.238095
2,25,651,24,5722,12,21,3971,6,0.190476
5,24,3971,6,80,2,21,5722,12,0.285714
26,6,5722,12,1788,5,21,80,2,0.47619
12,12,80,2,917,26,21,1788,5,0.380952
14,2,1788,5,547,12,21,917,26,0.333333
8,5,917,26,26,14,21,547,12,0.428571
21,26,547,12,11,8,21,26,14,0.619048
3,12,26,14,1795,21,21,11,8,0.571429
26,14,11,8,94,3,21,1795,21,1
6,8,1795,21,0,26,21,94,3,0.857143
6,21,94,3,1317,6,21,0,26,0.809524
20,3,0,26,7066,6,21,1317,6,0.761905
47,26,1317,6,43,20,21,7066,6,0.904762
49,6,7066,6,44373,47,21,43,20,0.952381
3,48,1,1,782,18,33,726,15,0.848485
6,1,726,15,166,3,33,782,18,0.090909
6,15,782,18,1823,6,33,166,3,0.060606
14,18,166,3,654,6,33,1823,6,0.030303
11,3,1823,6,26,14,33,654,6,0.818182
18,6,654,6,215,11,33,26,14,0.121212
2,6,26,14,80,18,33,215,11,0.727273
4,14,215,11,34,2,33,80,18,0.151515
4,11,80,18,4169,4,33,34,2,0.333333
4,18,34,2,21704,4,33,4169,4,0.212121
9,2,4169,4,21705,4,33,21704,4,0.181818
6,4,21704,4,14,9,33,21705,4,0.272727
15,4,21705,4,6309,6,33,14,9,0.242424
11,4,14,9,73,15,33,6309,6,0.30303
2,9,6309,6,279,11,33,73,15,0.363636
4,6,73,15,34,2,33,279,11,0.69697
4,15,279,11,2081,4,33,34,2,0.666667
14,11,34,2,34252,4,33,2081,4,0.393939
3,2,2081,4,26,14,33,34252,4,0.636364
6,4,34252,4,21,3,33,26,14,0.424242
2,4,26,14,1752,6,33,21,3,0.454545
26,14,21,3,7,2,33,1752,6,0.606061
6,3,1752,6,5961,26,33,7,2,0.575758
12,6,7,2,7669,6,33,5961,26,0.515152
14,2,5961,26,6411,12,33,7669,6,0.484848
18,26,7669,6,26,14,33,6411,12,0.545455
21,6,6411,12,237,18,33,26,14,0.757576
18,12,26,14,6189,21,33,237,18,0.787879
19,14,237,18,1837,18,33,6189,21,1
6,18,6189,21,40,19,33,1837,18,0.878788
20,21,1837,18,312,6,33,40,19,0.939394
47,18,40,19,43,20,33,312,6,0.909091
49,19,312,6,44373,47,33,43,20,0.969697
14,48,1,1,21689,4,45,285,4,0.022222
3,1,285,4,26,14,45,21689,4,0.177778
6,4,21689,4,21,3,45,26,14,0.044444
21,4,26,14,6235,6,45,21,3,0.066667
14,14,21,3,4403,21,45,6235,6,0.111111
18,3,6235,6,26,14,45,4403,21,0.088889
17,6,4403,21,180,18,45,26,14,0.133333
19,21,26,14,2945,17,45,180,18,0.155556
25,14,180,18,40,19,45,2945,17,1
24,18,2945,17,182,25,45,40,19,0.2
6,17,40,19,651,24,45,182,25,0.311111
12,19,182,25,6309,6,45,651,24,0.244444
18,25,651,24,4394,12,45,6309,6,0.222222
14,24,6309,6,10131,18,45,4394,12,0.266667
17,6,4394,12,26,14,45,10131,18,0.288889
24,12,10131,18,0,17,45,26,14,0.333333
12,18,26,14,651,24,45,0,17,0.511111
19,14,0,17,4064,12,45,651,24,0.355556
3,17,651,24,40,19,45,4064,12,0.488889
28,24,4064,12,94,3,45,40,19,0.466667
6,12,40,19,10821,28,45,94,3,0.422222
6,19,94,3,2020,6,45,10821,28,0.4
15,3,10821,28,141,6,45,2020,6,0.377778
17,28,2020,6,73,15,45,141,6,0.444444
3,6,141,6,215,17,45,73,15,0.533333
11,6,73,15,94,3,45,215,17,0.8
6,15,215,17,13858,11,45,94,3,0.577778
7,17,94,3,21707,6,45,13858,11,0.555556
2,3,13858,11,8,7,45,21707,6,0.6
3,11,21707,6,728,2,45,8,7,0.622222
26,6,8,7,94,3,45,728,2,0.777778
6,7,728,2,13878,26,45,94,3,0.666667
2,2,94,3,6638,6,45,13878,26,0.644444
3,3,13878,26,462,2,45,6638,6,0.755556
12,26,6638,6,709,3,45,462,2,0.733333
14,6,462,2,1004,12,45,709,3,0.688889
3,2,709,3,26,14,45,1004,12,0.711111
12,3,1004,12,709,3,45,26,14,0.822222
15,12,26,14,9763,12,45,709,3,0.844444
3,14,709,3,73,15,45,9763,12,0.933333
6,3,9763,12,709,3,45,73,15,0.866667
20,12,73,15,268,6,45,709,3,0.888889
8,15,709,3,43,20,45,268,6,0.911111
47,3,268,6,11,8,45,43,20,0.955556
49,6,43,20,44373,47,45,11,8,0.977778
4,48,1,1,1615,4,21,8,7,0.238095
14,1,8,7,21689,4,21,1615,4,0.047619
8,7,1615,4,26,14,21,21689,4,0.190476
21,4,21689,4,11,8,21,26,14,0.142857
3,4,26,14,1795,21,21,11,8,0.095238
6,14,11,8,21,3,21,1795,21,1
14,8,1795,21,16784,6,21,21,3,0.285714
7,21,21,3,26,14,21,16784,6,0.619048
36,3,16784,6,8,7,21,26,14,0.333333
21,6,26,14,7290,36,21,8,7,0.571429
23,14,8,7,581,21,21,7290,36,0.52381
18,7,7290,36,77,23,21,581,21,0.47619
25,36,581,21,1844,18,21,77,23,0.428571
2,21,77,23,9983,25,21,1844,18,0.380952
23,23,1844,18,274,2,21,9983,25,0.857143
21,18,9983,25,77,23,21,274,2,0.761905
11,25,274,2,14,21,21,77,23,0.714286
20,2,77,23,2612,11,21,14,21,0.666667
8,23,14,21,866,20,21,2612,11,0.809524
47,21,2612,11,11,8,21,866,20,0.904762
49,11,866,20,44373,47,21,11,8,0.952381
12,48,1,1,0,26,31,8,7,0.16129
14,1,8,7,0,12,31,0,26,0.032258
8,7,0,26,26,14,31,0,12,0.129032
21,26,0,12,11,8,31,26,14,0.096774
4,12,26,14,1795,21,31,11,8,0.064516
4,14,11,8,1187,4,31,1795,21,1
14,8,1795,21,34274,4,31,1187,4,0.193548
4,21,1187,4,26,14,31,34274,4,0.419355
4,4,34274,4,285,4,31,26,14,0.225806
9,4,26,14,21689,4,31,285,4,0.258065
12,14,285,4,14,9,31,21689,4,0.354839
6,4,21689,4,1588,12,31,14,9,0.290323
14,4,14,9,331,6,31,1588,12,0.322581
7,9,1588,12,26,14,31,331,6,0.387097
11,12,331,6,8,7,31,26,14,0.451613
19,6,26,14,3086,11,31,8,7,0.483871
25,14,8,7,40,19,31,3086,11,0.903226
3,7,3086,11,0,25,31,40,19,0.516129
6,11,40,19,94,3,31,0,25,0.870968
2,19,0,25,667,6,31,94,3,0.548387
26,25,94,3,7,2,31,667,6,0.83871
6,3,667,6,2962,26,31,7,2,0.645161
32,6,7,2,1029,6,31,2962,26,0.580645
18,2,2962,26,169,32,31,1029,6,0.612903
21,26,1029,6,1695,18,31,169,32,0.774194
18,6,169,32,581,21,31,1695,18,0.741935
25,32,1695,18,107,18,31,581,21,0.709677
20,18,581,21,12968,25,31,107,18,0.677419
8,21,107,18,43,20,31,12968,25,0.806452
47,18,12968,25,11,8,31,43,20,0.935484
49,25,43,20,44373,47,31,11,8,0.967742
3,48,1,1,34,2,27,42372,11,0.703704
4,1,42372,11,21,3,27,34,2,0.148148
12,11,34,2,21705,4,27,21,3,0.074074
14,2,21,3,6411,12,27,21705,4,0.037037
4,3,21705,4,26,14,27,6411,12,0.111111
4,4,6411,12,285,4,27,26,14,0.666667
9,12,26,14,21689,4,27,285,4,0.185185
6,14,285,4,14,9,27,21689,4,0.296296
12,4,21689,4,7669,6,27,14,9,0.222222
14,4,14,9,6697,12,27,7669,6,0.259259
4,9,7669,6,26,14,27,6697,12,0.62963
4,6,6697,12,369,4,27,26,14,0.333333
15,12,26,14,0,4,27,369,4,0.37037
4,14,369,4,73,15,27,0,4,0.518519
4,4,0,4,1615,4,27,73,15,0.407407
14,4,73,15,0,4,27,1615,4,0.444444
18,15,1615,4,26,14,27,0,4,0.481481
17,4,0,4,3615,18,27,26,14,0.555556
3,4,26,14,30680,17,27,3615,18,0.592593
26,14,3615,18,94,3,27,30680,17,1
6,18,30680,17,5961,26,27,94,3,0.777778
2,17,94,3,6235,6,27,5961,26,0.740741
24,3,5961,26,7,2,27,6235,6,0.925926
26,26,6235,6,128,24,27,7,2,0.888889
20,6,7,2,176,26,27,128,24,0.814815
47,2,128,24,43,20,27,176,26,0.851852
49,24,176,26,44373,47,27,43,20,0.962963
21,48,1,1,8439,6,14,9,3,0.071429
5,1,9,3,1226,21,14,8439,6,0.142857
26,3,8439,6,417,5,14,1226,21,1
14,6,1226,21,18810,26,14,417,5,0.428571
26,21,417,5,26,14,14,18810,26,0.357143
12,5,18810,26,0,26,14,26,14,0.285714
14,26,26,14,7532,12,14,0,26,0.214286
18,14,0,26,26,14,14,7532,12,0.857143
2,26,7532,12,15216,18,14,26,14,0.5
5,12,26,14,7,2,14,15216,18,0.571429
12,14,15216,18,417,5,14,7,2,0.785714
20,18,7,2,6249,12,14,417,5,0.642857
47,2,417,5,43,20,14,6249,12,0.714286
49,5,6249,12,44373,47,14,43,20,0.928571
5,48,1,1,18769,25,12,8,7,0.666667
12,1,8,7,417,5,12,18769,25,0.583333
2,7,18769,25,6226,12,12,417,5,0.083333
6,25,417,5,80,2,12,6226,12,0.333333
14,5,6226,12,19051,6,12,80,2,0.25
8,12,80,2,26,14,12,19051,6,0.166667
21,2,19051,6,11,8,12,26,14,0.5
3,6,26,14,1795,21,12,11,8,0.416667
6,14,11,8,21,3,12,1795,21,1
20,8,1795,21,8114,6,12,21,3,0.75
47,21,21,3,43,20,12,8114,6,0.833333
49,3,8114,6,44373,47,12,43,20,0.916667
21,48,1,1,976,6,10,8,7,0.2
23,1,8,7,1795,21,10,976,6,0.1
21,7,976,6,77,23,10,1795,21,1
2,6,1795,21,14,21,10,77,23,0.3
28,21,77,23,80,2,10,14,21,0.8
26,23,14,21,10542,28,10,80,2,0.7
12,21,80,2,0,26,10,10542,28,0.6
20,2,10542,28,14173,12,10,0,26,0.4
47,28,0,26,43,20,10,14173,12,0.5
49,26,14173,12,44373,47,10,43,20,0.9
21,48,1,1,171,26,10,9,3,0.1
11,1,9,3,106,21,10,171,26,0.3
3,3,171,26,4208,11,10,106,21,0.2
6,26,106,21,94,3,10,4208,11,1
2,21,4208,11,3094,6,10,94,3,0.4
26,11,94,3,146,2,10,3094,6,0.8
12,3,3094,6,0,26,10,146,2,0.7
20,6,146,2,14173,12,10,0,26,0.5
47,2,0,26,43,20,10,14173,12,0.6
49,26,14173,12,44373,47,10,43,20,0.9
23,48,1,1,2006,21,6,976,6,0.166667
21,1,976,6,77,23,6,2006,21,1
26,6,2006,21,14,21,6,77,23,0.5
20,21,77,23,13600,26,6,14,21,0.333333
47,23,14,21,43,20,6,13600,26,0.666667
49,21,13600,26,44373,47,6,43,20,0.833333
21,48,1,1,171,26,12,9,3,0.083333
11,1,9,3,106,21,12,171,26,0.25
3,3,171,26,4208,11,12,106,21,0.166667
6,26,106,21,94,3,12,4208,11,1
9,21,4208,11,7589,6,12,94,3,0.333333
6,11,94,3,14,9,12,7589,6,0.5
19,3,7589,6,533,6,12,14,9,0.416667
25,6,14,9,40,19,12,533,6,0.75
20,9,533,6,5976,25,12,40,19,0.583333
8,6,40,19,43,20,12,5976,25,0.666667
47,19,5976,25,11,8,12,43,20,0.833333
49,25,43,20,44373,47,12,11,8,0.916667
6,48,1,1,24355,26,19,8,7,0.263158
14,1,8,7,641,6,19,24355,26,0.052632
8,7,24355,26,26,14,19,641,6,0.210526
21,26,641,6,11,8,19,26,14,0.157895
3,6,26,14,1795,21,19,11,8,0.105263
6,14,11,8,21,3,19,1795,21,1
14,8,1795,21,16784,6,19,21,3,0.315789
7,21,21,3,26,14,19,16784,6,0.842105
3,3,16784,6,8,7,19,26,14,0.368421
3,6,26,14,1672,3,19,8,7,0.631579
12,14,8,7,1241,3,19,1672,3,0.473684
13,7,1672,3,6226,12,19,1241,3,0.421053
11,3,1241,3,121,13,19,6226,12,0.578947
4,3,6226,12,1725,11,19,121,13,0.526316
4,12,121,13,21704,4,19,1725,11,0.789474
20,13,1725,11,21705,4,19,21704,4,0.684211
8,11,21704,4,43,20,19,21705,4,0.736842
47,4,21705,4,11,8,19,43,20,0.894737
49,4,43,20,44373,47,19,11,8,0.947368
28,48,1,1,14,21,6,11961,31,0.333333
3,1,11961,31,10883,28,6,14,21,0.166667
6,31,14,21,21,3,6,10883,28,1
20,21,10883,28,13701,6,6,21,3,0.5
47,28,21,3,866,20,6,13701,6,0.666667
49,3,13701,6,44373,47,6,866,20,0.833333
2,48,1,1,197,30,5,16108,6,1
6,1,16108,6,73,2,5,197,30,0.2
20,6,197,30,5298,6,5,73,2,0.6
47,30,73,2,43,20,5,5298,6,0.4
49,2,5298,6,44373,47,5,43,20,0.8
3,48,1,1,14,21,16,669,23,0.25
26,1,669,23,94,3,16,14,21,0.1875
6,23,14,21,10872,26,16,94,3,0.125
2,21,94,3,4239,6,16,10872,26,0.0625
12,3,10872,26,7,2,16,4239,6,1
32,26,4239,6,6411,12,16,7,2,0.875
13,6,7,2,169,32,16,6411,12,0.8125
26,2,6411,12,121,13,16,169,32,0.375
15,12,169,32,5569,26,16,121,13,0.3125
18,32,121,13,838,15,16,5569,26,0.75
18,13,5569,26,126,18,16,838,15,0.4375
18,26,838,15,1844,18,16,126,18,0.625
26,15,126,18,7324,18,16,1844,18,0.5625
20,18,1844,18,14941,26,16,7324,18,0.5
47,18,7324,18,43,20,16,14941,26,0.6875
49,18,14941,26,44373,47,16,43,20,0.9375
17,48,1,1,21689,4,33,285,4,0.030303
25,1,285,4,236,17,33,21689,4,0.090909
19,4,21689,4,360,25,33,236,17,0.060606
25,4,236,17,40,19,33,360,25,1
24,17,360,25,252,25,33,40,19,0.121212
6,25,40,19,651,24,33,252,25,0.333333
12,19,252,25,3971,6,33,651,24,0.181818
2,25,651,24,5722,12,33,3971,6,0.151515
5,24,3971,6,80,2,33,5722,12,0.212121
12,6,5722,12,1788,5,33,80,2,0.30303
14,12,80,2,547,12,33,1788,5,0.242424
15,2,1788,5,26,14,33,547,12,0.272727
23,5,547,12,838,15,33,26,14,0.363636
21,12,26,14,77,23,33,838,15,0.393939
23,14,838,15,12936,21,33,77,23,0.424242
18,15,77,23,77,23,33,12936,21,0.939394
17,23,12936,21,7869,18,33,77,23,0.484848
3,21,77,23,1131,17,33,7869,18,0.454545
7,23,7869,18,21,3,33,1131,17,0.909091
6,18,1131,17,8,7,33,21,3,0.545455
8,17,21,3,4758,6,33,8,7,0.515152
36,3,8,7,11,8,33,4758,6,0.606061
23,7,4758,6,390,36,33,11,8,0.575758
17,6,11,8,77,23,33,390,36,0.727273
28,8,390,36,37,17,33,77,23,0.69697
11,36,77,23,1543,28,33,37,17,0.666667
2,23,37,17,3292,11,33,1543,28,0.636364
3,17,1543,28,80,2,33,3292,11,0.878788
6,28,3292,11,94,3,33,80,2,0.848485
6,11,80,2,4823,6,33,94,3,0.787879
20,2,94,3,4160,6,33,4823,6,0.757576
47,3,4823,6,43,20,33,4160,6,0.818182
49,6,4160,6,44373,47,33,43,20,0.969697
2,48,1,1,37,17,23,575,23,0.043478
3,1,575,23,146,2,23,37,17,1
6,23,37,17,21,3,23,146,2,0.478261
2,17,146,2,2699,6,23,21,3,0.086957
3,2,21,3,7,2,23,2699,6,0.434783
6,3,2699,6,3,3,23,7,2,0.391304
6,6,7,2,2020,6,23,3,3,0.173913
2,2,3,3,141,6,23,2020,6,0.130435
26,3,2020,6,462,2,23,141,6,0.347826
12,6,141,6,1028,26,23,462,2,0.304348
14,6,462,2,1456,12,23,1028,26,0.217391
15,2,1028,26,26,14,23,1456,12,0.26087
23,26,1456,12,838,15,23,26,14,0.521739
21,12,26,14,77,23,23,838,15,0.565217
23,14,838,15,12936,21,23,77,23,0.608696
17,15,77,23,77,23,23,12936,21,0.913043
3,23,12936,21,1237,17,23,77,23,0.652174
6,21,77,23,709,3,23,1237,17,0.869565
2,23,1237,17,5118,6,23,709,3,0.695652
23,17,709,3,7,2,23,5118,6,0.826087
20,3,5118,6,52,23,23,7,2,0.782609
47,6,7,2,43,20,23,52,23,0.73913
49,2,52,23,44373,47,23,43,20,0.956522
9,48,1,1,4823,6,24,9,3,0.041667
4,1,9,3,14,9,24,4823,6,0.208333
4,3,4823,6,8098,4,24,14,9,0.083333
4,6,14,9,3903,4,24,8098,4,0.166667
21,9,8098,4,3218,4,24,3903,4,0.125
11,4,3903,4,106,21,24,3218,4,0.291667
19,4,3218,4,1570,11,24,106,21,0.25
25,4,106,21,40,19,24,1570,11,1
4,21,1570,11,1075,25,24,40,19,0.333333
4,11,40,19,285,4,24,1075,25,0.666667
38,19,1075,25,21689,4,24,285,4,0.375
5,25,285,4,410,38,24,21689,4,0.416667
2,4,21689,4,0,5,24,410,38,0.625
26,4,410,38,23,2,24,0,5,0.458333
12,38,0,5,3215,26,24,23,2,0.583333
2,5,23,2,435,12,24,3215,26,0.5
24,2,3215,26,563,2,24,435,12,0.541667
6,26,435,12,651,24,24,563,2,0.875
12,12,563,2,6309,6,24,651,24,0.75
13,2,651,24,6145,12,24,6309,6,0.708333
26,24,6309,6,121,13,24,6145,12,0.833333
20,6,6145,12,14788,26,24,121,13,0.791667
47,12,121,13,43,20,24,14788,26,0.916667
49,13,14788,26,44373,47,24,43,20,0.958333
21,48,1,1,6309,6,11,9,3,0.090909
11,1,9,3,106,21,11,6309,6,0.272727
3,3,6309,6,6796,11,11,106,21,0.181818
6,6,106,21,1241,3,11,6796,11,1
12,21,6796,11,138,6,11,1241,3,0.454545
2,11,1241,3,1456,12,11,138,6,0.363636
6,3,138,6,146,2,11,1456,12,0.545455
12,6,1456,12,117,6,11,146,2,0.818182
20,12,146,2,3763,12,11,117,6,0.636364
47,2,117,6,43,20,11,3763,12,0.727273
49,6,3763,12,44373,47,11,43,20,0.909091
21,48,1,1,26,14,25,726,15,0.08
4,1,726,15,1795,21,25,26,14,0.04
4,15,26,14,285,4,25,1795,21,1
14,14,1795,21,21689,4,25,285,4,0.12
23,21,285,4,26,14,25,21689,4,0.16
17,4,21689,4,77,23,25,26,14,0.32
18,4,26,14,236,17,25,77,23,0.28
25,14,77,23,107,18,25,236,17,0.24
3,23,236,17,2174,25,25,107,18,0.2
6,17,107,18,21,3,25,2174,25,0.8
24,18,2174,25,2074,6,25,21,3,0.36
6,25,21,3,651,24,25,2074,6,0.68
17,3,2074,6,6309,6,25,651,24,0.4
2,6,651,24,215,17,25,6309,6,0.44
3,24,6309,6,80,2,25,215,17,0.64
26,6,215,17,94,3,25,80,2,0.6
6,17,80,2,21756,26,25,94,3,0.52
17,2,94,3,255,6,25,21756,26,0.48
11,3,21756,26,273,17,25,255,6,0.56
11,26,255,6,108,11,25,273,17,0.76
2,6,273,17,13858,11,25,108,11,0.72
6,17,108,11,7,2,25,13858,11,0.92
20,11,13858,11,6921,6,25,7,2,0.88
47,11,7,2,43,20,25,6921,6,0.84
49,2,6921,6,44373,47,25,43,20,0.96
13,48,1,1,26,14,20,247,15,0.1
4,1,247,15,320,13,20,26,14,0.05
4,15,26,14,285,4,20,320,13,1
9,14,320,13,21689,4,20,285,4,0.15
12,13,285,4,14,9,20,21689,4,0.25
14,4,21689,4,156,12,20,14,9,0.2
